entry_date,dataset_condition,evidence_status,score,ndx_close,underlying,underlying_mid,ndx_to_future_basis_points,ndx_to_future_basis_pct,expiration,dte_calendar,candidate_type,target_short_strike,selected_short_strike,selected_long_strike,spread_width_points,target_pct_below_future,selected_short_pct_below_future,complete_quotes,short_symbol,long_symbol,short_quote_age_seconds,long_quote_age_seconds,short_bid,short_ask,long_bid,long_ask,natural_credit_points,mid_credit_points,optimistic_credit_points,spread_bbo_width_points,natural_credit_floor_pass,mid_credit_floor_pass
2026-04-10,degraded,exploratory,2,25116.34,MNQM6,25277.125,160.78499999999985,0.6401609470169545,2026-05-15 20:00:00+00:00,35,defensive,21725.63,21400.0,21250.0,150.0,14.05023316536196,15.338473026501234,True,MQ3K6 P21400,MQ3K6 P21250,0.0,0.0,46.75,68.0,42.25,63.25,-16.5,4.625,25.75,42.25,False,False
2026-04-10,degraded,exploratory,2,25116.34,MNQM6,25277.125,160.78499999999985,0.6401609470169545,2026-05-15 20:00:00+00:00,35,standard,22479.12,22400.0,22250.0,150.0,11.069316625209556,11.382326906244282,True,MQ3K6 P22400,MQ3K6 P22250,0.0,0.0,91.0,114.0,82.5,105.0,-14.0,8.75,31.5,45.5,False,True
2026-04-17,available,clean_pilot,2,26672.43,MNQM6,26823.0,150.5699999999997,0.5645154940888464,2026-05-15 20:00:00+00:00,28,defensive,23071.65,22900.0,22750.0,150.0,13.98557208365954,14.625507959586923,True,MQ3K6 P22900,MQ3K6 P22750,1.0,4.0,24.0,37.75,25.0,35.25,-11.25,0.75,12.75,24.0,False,False
2026-04-17,available,clean_pilot,2,26672.43,MNQM6,26823.0,150.5699999999997,0.5645154940888464,2026-05-15 20:00:00+00:00,28,standard,23871.82,23750.0,23600.0,150.0,11.002423293442195,11.456585765947134,True,MQ3K6 P23750,MQ3K6 P23600,1.0,1.0,45.75,61.0,41.25,55.75,-10.0,4.875,19.75,29.75,False,False
