entry_date,score,ndx_close,expiration,dte_calendar,underlying,asset,candidate_type,target_short_strike,selected_short_strike,selected_long_strike,short_distance_below_target_points,spread_width_points,leg_name,side,strike_price,raw_symbol,instrument_id
2026-04-10,2,25116.34,2026-05-15 20:00:00+00:00,35,MNQM6,MQ3,standard,22479.12,22400.0,22250.0,79.11999999999898,150.0,short_put,sell,22400.0,MQ3K6 P22400,42728264
2026-04-10,2,25116.34,2026-05-15 20:00:00+00:00,35,MNQM6,MQ3,standard,22479.12,22400.0,22250.0,79.11999999999898,150.0,long_put,buy,22250.0,MQ3K6 P22250,42886319
2026-04-10,2,25116.34,2026-05-15 20:00:00+00:00,35,MNQM6,MQ3,defensive,21725.63,21400.0,21250.0,325.630000000001,150.0,short_put,sell,21400.0,MQ3K6 P21400,42922907
2026-04-10,2,25116.34,2026-05-15 20:00:00+00:00,35,MNQM6,MQ3,defensive,21725.63,21400.0,21250.0,325.630000000001,150.0,long_put,buy,21250.0,MQ3K6 P21250,42894796
2026-04-17,2,26672.43,2026-05-15 20:00:00+00:00,28,MNQM6,MQ3,standard,23871.82,23750.0,23600.0,121.81999999999971,150.0,short_put,sell,23750.0,MQ3K6 P23750,42886314
2026-04-17,2,26672.43,2026-05-15 20:00:00+00:00,28,MNQM6,MQ3,standard,23871.82,23750.0,23600.0,121.81999999999971,150.0,long_put,buy,23600.0,MQ3K6 P23600,42632338
2026-04-17,2,26672.43,2026-05-15 20:00:00+00:00,28,MNQM6,MQ3,defensive,23071.65,22900.0,22750.0,171.65000000000146,150.0,short_put,sell,22900.0,MQ3K6 P22900,42752008
2026-04-17,2,26672.43,2026-05-15 20:00:00+00:00,28,MNQM6,MQ3,defensive,23071.65,22900.0,22750.0,171.65000000000146,150.0,long_put,buy,22750.0,MQ3K6 P22750,42895902
