entry_date,bucket,vix_close,ladder_distance_pct,dataset_condition,definition_timestamp_utc,instrument_id,raw_symbol,security_type,asset,underlying,strike_price,expiration,dte_calendar
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,247806,MQEU0 P0590,OOF,MQE,MNQZ0,5900.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,371065,MQEU0 P0600,OOF,MQE,MNQZ0,6000.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,544938,MQEU0 P0610,OOF,MQE,MNQZ0,6100.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,339604,MQEU0 P0620,OOF,MQE,MNQZ0,6200.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342277,MQEU0 P0630,OOF,MQE,MNQZ0,6300.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,733458,MQEU0 P0640,OOF,MQE,MNQZ0,6400.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,760553,MQEU0 P0650,OOF,MQE,MNQZ0,6500.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346830,MQEU0 P0660,OOF,MQE,MNQZ0,6600.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,166486,MQEU0 P0670,OOF,MQE,MNQZ0,6700.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,568179,MQEU0 P0680,OOF,MQE,MNQZ0,6800.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,541065,MQEU0 P0690,OOF,MQE,MNQZ0,6900.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,775732,MQEU0 P0700,OOF,MQE,MNQZ0,7000.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,755813,MQEU0 P0710,OOF,MQE,MNQZ0,7100.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,184693,MQEU0 P0720,OOF,MQE,MNQZ0,7200.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,276964,MQEU0 P0730,OOF,MQE,MNQZ0,7300.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,392433,MQEU0 P0740,OOF,MQE,MNQZ0,7400.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,291751,MQEU0 P0750,OOF,MQE,MNQZ0,7500.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,335339,MQEU0 P0760,OOF,MQE,MNQZ0,7600.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,336879,MQEU0 P0770,OOF,MQE,MNQZ0,7700.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325087,MQEU0 P0780,OOF,MQE,MNQZ0,7800.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,653709,MQEU0 P0790,OOF,MQE,MNQZ0,7900.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325093,MQEU0 P0800,OOF,MQE,MNQZ0,8000.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,461352,MQEU0 P0810,OOF,MQE,MNQZ0,8100.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,615314,MQEU0 P0820,OOF,MQE,MNQZ0,8200.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325917,MQEU0 P0830,OOF,MQE,MNQZ0,8300.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,166548,MQEU0 P0840,OOF,MQE,MNQZ0,8400.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,167872,MQEU0 P0850,OOF,MQE,MNQZ0,8500.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346847,MQEU0 P0860,OOF,MQE,MNQZ0,8600.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,740683,MQEU0 P0870,OOF,MQE,MNQZ0,8700.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,659665,MQEU0 P0880,OOF,MQE,MNQZ0,8800.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,548307,MQEU0 P0890,OOF,MQE,MNQZ0,8900.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342291,MQEU0 P0900,OOF,MQE,MNQZ0,9000.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,642867,MQEU0 P0910,OOF,MQE,MNQZ0,9100.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342286,MQEU0 P0920,OOF,MQE,MNQZ0,9200.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,347057,MQEU0 P0930,OOF,MQE,MNQZ0,9300.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,339639,MQEU0 P0940,OOF,MQE,MNQZ0,9400.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,361124,MQEU0 P0944,OOF,MQE,MNQZ0,9440.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,361227,MQEU0 P0945,OOF,MQE,MNQZ0,9450.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,361228,MQEU0 P0946,OOF,MQE,MNQZ0,9460.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,474076,MQEU0 P0947,OOF,MQE,MNQZ0,9470.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,424840,MQEU0 P0948,OOF,MQE,MNQZ0,9480.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,615018,MQEU0 P0949,OOF,MQE,MNQZ0,9490.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,282712,MQEU0 P0950,OOF,MQE,MNQZ0,9500.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,361329,MQEU0 P0951,OOF,MQE,MNQZ0,9510.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,734421,MQEU0 P0952,OOF,MQE,MNQZ0,9520.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,396725,MQEU0 P0953,OOF,MQE,MNQZ0,9530.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,304689,MQEU0 P0954,OOF,MQE,MNQZ0,9540.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,361330,MQEU0 P0955,OOF,MQE,MNQZ0,9550.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,304404,MQEU0 P0956,OOF,MQE,MNQZ0,9560.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,247814,MQEU0 P0957,OOF,MQE,MNQZ0,9570.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,657059,MQEU0 P0958,OOF,MQE,MNQZ0,9580.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,276593,MQEU0 P0959,OOF,MQE,MNQZ0,9590.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346851,MQEU0 P0960,OOF,MQE,MNQZ0,9600.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342359,MQEU0 P0961,OOF,MQE,MNQZ0,9610.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,722911,MQEU0 P0962,OOF,MQE,MNQZ0,9620.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,334413,MQEU0 P0963,OOF,MQE,MNQZ0,9630.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,430877,MQEU0 P0964,OOF,MQE,MNQZ0,9640.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,564629,MQEU0 P0965,OOF,MQE,MNQZ0,9650.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,340065,MQEU0 P0966,OOF,MQE,MNQZ0,9660.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,501462,MQEU0 P0967,OOF,MQE,MNQZ0,9670.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,623253,MQEU0 P0968,OOF,MQE,MNQZ0,9680.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,436640,MQEU0 P0969,OOF,MQE,MNQZ0,9690.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,450513,MQEU0 P0970,OOF,MQE,MNQZ0,9700.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,583359,MQEU0 P0971,OOF,MQE,MNQZ0,9710.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,785104,MQEU0 P0972,OOF,MQE,MNQZ0,9720.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,198079,MQEU0 P0973,OOF,MQE,MNQZ0,9730.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346731,MQEU0 P0974,OOF,MQE,MNQZ0,9740.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,422941,MQEU0 P0975,OOF,MQE,MNQZ0,9750.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,531727,MQEU0 P0976,OOF,MQE,MNQZ0,9760.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346967,MQEU0 P0977,OOF,MQE,MNQZ0,9770.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,530543,MQEU0 P0978,OOF,MQE,MNQZ0,9780.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,320859,MQEU0 P0979,OOF,MQE,MNQZ0,9790.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,615079,MQEU0 P0980,OOF,MQE,MNQZ0,9800.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,528143,MQEU0 P0981,OOF,MQE,MNQZ0,9810.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346730,MQEU0 P0982,OOF,MQE,MNQZ0,9820.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,735315,MQEU0 P0983,OOF,MQE,MNQZ0,9830.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,708692,MQEU0 P0984,OOF,MQE,MNQZ0,9840.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,381669,MQEU0 P0985,OOF,MQE,MNQZ0,9850.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,403883,MQEU0 P0986,OOF,MQE,MNQZ0,9860.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,339629,MQEU0 P0987,OOF,MQE,MNQZ0,9870.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325104,MQEU0 P0988,OOF,MQE,MNQZ0,9880.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,473117,MQEU0 P0989,OOF,MQE,MNQZ0,9890.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,596270,MQEU0 P0990,OOF,MQE,MNQZ0,9900.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346853,MQEU0 P0991,OOF,MQE,MNQZ0,9910.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,754624,MQEU0 P0992,OOF,MQE,MNQZ0,9920.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,339766,MQEU0 P0993,OOF,MQE,MNQZ0,9930.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,184377,MQEU0 P0994,OOF,MQE,MNQZ0,9940.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,504540,MQEU0 P0995,OOF,MQE,MNQZ0,9950.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,392200,MQEU0 P0996,OOF,MQE,MNQZ0,9960.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,751015,MQEU0 P0997,OOF,MQE,MNQZ0,9970.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325925,MQEU0 P0998,OOF,MQE,MNQZ0,9980.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,276694,MQEU0 P0999,OOF,MQE,MNQZ0,9990.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,339640,MQEU0 P1000,OOF,MQE,MNQZ0,10000.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,591255,MQEU0 P1001,OOF,MQE,MNQZ0,10010.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,734924,MQEU0 P1002,OOF,MQE,MNQZ0,10020.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,737088,MQEU0 P1003,OOF,MQE,MNQZ0,10030.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,663334,MQEU0 P1004,OOF,MQE,MNQZ0,10040.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,185425,MQEU0 P1005,OOF,MQE,MNQZ0,10050.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,166266,MQEU0 P1006,OOF,MQE,MNQZ0,10060.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,653731,MQEU0 P1007,OOF,MQE,MNQZ0,10070.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,516316,MQEU0 P1008,OOF,MQE,MNQZ0,10080.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,336322,MQEU0 P1009,OOF,MQE,MNQZ0,10090.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,184381,MQEU0 P1010,OOF,MQE,MNQZ0,10100.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,514202,MQEU0 P1011,OOF,MQE,MNQZ0,10110.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,725955,MQEU0 P1012,OOF,MQE,MNQZ0,10120.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,533579,MQEU0 P1013,OOF,MQE,MNQZ0,10130.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,228929,MQEU0 P1014,OOF,MQE,MNQZ0,10140.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,617193,MQEU0 P1015,OOF,MQE,MNQZ0,10150.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325102,MQEU0 P1016,OOF,MQE,MNQZ0,10160.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,475530,MQEU0 P1017,OOF,MQE,MNQZ0,10170.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,242905,MQEU0 P1018,OOF,MQE,MNQZ0,10180.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,436775,MQEU0 P1019,OOF,MQE,MNQZ0,10190.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346871,MQEU0 P1020,OOF,MQE,MNQZ0,10200.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,756434,MQEU0 P1021,OOF,MQE,MNQZ0,10210.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,626780,MQEU0 P1022,OOF,MQE,MNQZ0,10220.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,716579,MQEU0 P1023,OOF,MQE,MNQZ0,10230.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,566083,MQEU0 P1024,OOF,MQE,MNQZ0,10240.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,417905,MQEU0 P1025,OOF,MQE,MNQZ0,10250.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,517784,MQEU0 P1026,OOF,MQE,MNQZ0,10260.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,336880,MQEU0 P1027,OOF,MQE,MNQZ0,10270.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,564081,MQEU0 P1028,OOF,MQE,MNQZ0,10280.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,503647,MQEU0 P1029,OOF,MQE,MNQZ0,10290.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,355911,MQEU0 P1030,OOF,MQE,MNQZ0,10300.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,715949,MQEU0 P1031,OOF,MQE,MNQZ0,10310.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,316886,MQEU0 P1032,OOF,MQE,MNQZ0,10320.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346969,MQEU0 P1033,OOF,MQE,MNQZ0,10330.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,679662,MQEU0 P1034,OOF,MQE,MNQZ0,10340.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,461354,MQEU0 P1035,OOF,MQE,MNQZ0,10350.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325110,MQEU0 P1036,OOF,MQE,MNQZ0,10360.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,384135,MQEU0 P1037,OOF,MQE,MNQZ0,10370.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,750020,MQEU0 P1038,OOF,MQE,MNQZ0,10380.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,346858,MQEU0 P1039,OOF,MQE,MNQZ0,10390.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,629016,MQEU0 P1040,OOF,MQE,MNQZ0,10400.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,281558,MQEU0 P1041,OOF,MQE,MNQZ0,10410.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,612673,MQEU0 P1042,OOF,MQE,MNQZ0,10420.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,279223,MQEU0 P1043,OOF,MQE,MNQZ0,10430.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,166893,MQEU0 P1044,OOF,MQE,MNQZ0,10440.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,397698,MQEU0 P1045,OOF,MQE,MNQZ0,10450.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,339511,MQEU0 P1046,OOF,MQE,MNQZ0,10460.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342292,MQEU0 P1047,OOF,MQE,MNQZ0,10470.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,373752,MQEU0 P1048,OOF,MQE,MNQZ0,10480.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,590067,MQEU0 P1049,OOF,MQE,MNQZ0,10490.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,399805,MQEU0 P1050,OOF,MQE,MNQZ0,10500.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,470962,MQEU0 P1051,OOF,MQE,MNQZ0,10510.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,440463,MQEU0 P1052,OOF,MQE,MNQZ0,10520.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342360,MQEU0 P1053,OOF,MQE,MNQZ0,10530.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,324969,MQEU0 P1054,OOF,MQE,MNQZ0,10540.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,785342,MQEU0 P1055,OOF,MQE,MNQZ0,10550.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,714173,MQEU0 P1056,OOF,MQE,MNQZ0,10560.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,325364,MQEU0 P1057,OOF,MQE,MNQZ0,10570.0,2020-09-30 20:00:00+00:00,26
2020-09-04,30_to_35,30.75,15.0,available,2020-09-04 00:00:00+00:00,342233,MQEU0 P1058,OOF,MQE,MNQZ0,10580.0,2020-09-30 20:00:00+00:00,26
