sample_id,sample_label,sample_start,sample_end,model_id,model_label,scheduled_entries,elevated_entries,elevated_entry_share,spread_width_points,contract_multiplier,standard_credit_points,additional_distance_fraction,additional_distance_percent,average_additional_distance_points,standard_elevated_failures,defensive_elevated_failures,failures_avoided,failure_reduction,standard_elevated_intrinsic_points,defensive_elevated_intrinsic_points,intrinsic_points_avoided,intrinsic_dollars_avoided,standard_elevated_break_even_credit,defensive_elevated_break_even_credit,maximum_tolerable_credit_haircut_points,theoretical_defensive_credit_to_match_standard,feasible_defensive_credit_to_match_standard,minimum_retained_credit_ratio_to_match_standard,standard_total_pnl_points,standard_total_pnl_dollars,same_credit_defensive_total_pnl_points,same_credit_defensive_total_pnl_dollars,same_credit_pnl_improvement_points,same_credit_pnl_improvement_dollars,match_credit_total_pnl_points,match_credit_total_pnl_dollars,match_credit_pnl_difference_points,standard_maximum_drawdown_points,same_credit_maximum_drawdown_points,same_credit_drawdown_reduction_points,match_credit_maximum_drawdown_points,match_credit_drawdown_reduction_points,standard_worst_4_trade_sum_points,same_credit_worst_4_trade_sum_points,match_credit_worst_4_trade_sum_points
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",805,138,0.17142857142857143,150.0,2.0,12.0,0.015,1.5,145.830197826087,5,3,2,0.4,615.0463000000002,399.74,215.3063000000002,430.6126000000004,4.4568572463768135,2.896666666666667,1.5601905797101463,10.439809420289853,10.439809420289853,0.8699841183574878,8228.695199999995,16457.39039999999,8444.001499999995,16888.00299999999,215.3063000000002,430.6126000000004,8228.695199999995,16457.39039999999,0.0,276.0,276.0,0.0,284.04171521739227,-8.041715217392266,-252.0,-252.0,-256.6805717391304
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",805,138,0.17142857142857143,150.0,2.0,12.0,0.02,2.0,194.44026376811593,5,3,2,0.4,615.0463000000002,386.351249999999,228.69505000000117,457.39010000000235,4.4568572463768135,2.7996467391304276,1.6572105072463854,10.342789492753614,10.342789492753614,0.8618991243961345,8228.695199999995,16457.39039999999,8457.390249999997,16914.780499999993,228.69505000000208,457.39010000000417,8228.695199999995,16457.39039999999,0.0,276.0,276.0,0.0,283.6736445652168,-7.673644565216819,-252.0,-252.0,-256.97163152173914
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",805,138,0.17142857142857143,150.0,2.0,12.0,0.03,3.0,291.660395652174,5,3,2,0.4,615.0463000000002,213.44414999999867,401.60215000000153,803.2043000000031,4.4568572463768135,1.5466967391304252,2.910160507246388,9.089839492753612,9.089839492753612,0.7574866243961343,8228.695199999995,16457.39039999999,8630.297349999997,17260.594699999994,401.60215000000244,803.2043000000049,8228.695199999995,16457.39039999999,0.0,276.0,276.0,0.0,278.9101605072465,-2.9101605072464736,-252.0,-252.0,-260.73048152173914
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,805,100,0.12422360248447205,150.0,2.0,14.0,0.005,0.5,47.891844999999996,4,3,1,0.25,465.0463000000002,424.0350000000001,41.01130000000012,82.02260000000024,4.650463000000002,4.240350000000001,0.41011300000000117,13.589887,13.589887,0.9707062142857142,9838.695199999995,19677.39039999999,9879.706499999995,19759.41299999999,41.01130000000012,82.02260000000024,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,272.4101129999999,-0.41011299999991024,-244.0,-244.0,-245.230339
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,805,100,0.12422360248447205,150.0,2.0,14.0,0.01,1.0,95.78368999999999,4,3,1,0.25,465.0463000000002,338.37254999999936,126.67375000000084,253.34750000000167,4.650463000000002,3.3837254999999935,1.2667375000000083,12.733262499999991,12.733262499999991,0.9095187499999994,9838.695199999995,19677.39039999999,9965.368949999996,19930.737899999993,126.67375000000175,253.3475000000035,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,273.2667375000001,-1.2667375000000902,-244.0,-244.0,-247.80021250000001
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,805,100,0.12422360248447205,150.0,2.0,14.0,0.015,1.5,143.675535,4,2,2,0.5,465.0463000000002,249.74,215.3063000000002,430.6126000000004,4.650463000000002,2.4974000000000003,2.1530630000000017,11.846936999999999,11.846936999999999,0.8462097857142856,9838.695199999995,19677.39039999999,10054.001499999995,20108.00299999999,215.3063000000002,430.6126000000004,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,274.15306299999975,-2.1530629999997473,-244.0,-244.0,-250.459189
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,805,100,0.12422360248447205,150.0,2.0,14.0,0.02,2.0,191.56737999999999,4,2,2,0.5,465.0463000000002,237.59249999999997,227.45380000000023,454.90760000000046,4.650463000000002,2.3759249999999996,2.2745380000000024,11.725461999999997,11.725461999999997,0.8375329999999997,9838.695199999995,19677.39039999999,10066.148999999994,20132.297999999988,227.45379999999932,454.90759999999864,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,274.27453799999967,-2.2745379999996658,-244.0,-244.0,-250.82361400000002
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,805,100,0.12422360248447205,150.0,2.0,14.0,0.03,3.0,287.35107,4,2,2,0.5,465.0463000000002,213.2974999999999,251.7488000000003,503.4976000000006,4.650463000000002,2.132974999999999,2.517488000000003,11.482511999999996,11.482511999999996,0.8201794285714283,9838.695199999995,19677.39039999999,10090.443999999996,20180.88799999999,251.7488000000012,503.4976000000024,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,274.5174880000004,-2.5174880000004123,-244.0,-244.0,-251.55246400000001
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",805,138,0.17142857142857143,150.0,2.0,14.0,0.005,0.5,48.61006594202898,5,4,1,0.2,615.0463000000002,574.0350000000001,41.01130000000012,82.02260000000024,4.4568572463768135,4.159673913043479,0.2971833333333342,13.702816666666665,13.702816666666665,0.9787726190476189,9838.695199999995,19677.39039999999,9879.706499999995,19759.41299999999,41.01130000000012,82.02260000000024,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,272.2971833333331,-0.2971833333331233,-244.0,-244.0,-244.89155
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",805,138,0.17142857142857143,150.0,2.0,14.0,0.01,1.0,97.22013188405796,5,4,1,0.2,615.0463000000002,488.37254999999936,126.67375000000084,253.34750000000167,4.4568572463768135,3.538931521739126,0.9179257246376872,13.082074275362313,13.082074275362313,0.9344338768115937,9838.695199999995,19677.39039999999,9965.368949999996,19930.737899999993,126.67375000000175,253.3475000000035,9838.695199999995,19677.39039999999,0.0,272.0,272.0,0.0,272.9179257246378,-0.9179257246378256,-244.0,-244.0,-246.75377717391305
