robustness_rank,normal_observations,normal_failures,normal_failure_rate,elevated_observations,elevated_share,elevated_failures,elevated_failure_rate,elevated_rate_lift_vs_normal,elevated_failure_capture,odds_ratio,fisher_p_value,2005_2012_elevated_observations,2005_2012_elevated_failures,2005_2012_elevated_failure_rate,2005_2012_normal_failure_rate,2005_2012_lift,2013_2019_elevated_observations,2013_2019_elevated_failures,2013_2019_elevated_failure_rate,2013_2019_normal_failure_rate,2013_2019_lift,2020_2026_elevated_observations,2020_2026_elevated_failures,2020_2026_elevated_failure_rate,2020_2026_normal_failure_rate,2020_2026_lift,rolling4w_atr_threshold,weekly_atr_threshold,sma_length_weeks,elevated_score_cutoff,higher_risk_subperiods,minimum_subperiod_lift,median_subperiod_lift,cluster_tests_higher,cluster_test_count,minimum_cluster_removal_lift,median_cluster_removal_lift,is_anchor_definition,classification
24,933,11,0.011789924973204717,167,0.15181818181818182,9,0.05389221556886228,4.5710397387044095,0.45,4.774453394706559,0.0012938889225313013,64,5,0.078125,0.011940298507462687,6.54296875,45,1,0.022222222222222223,0.00625,3.5555555555555554,58,3,0.05172413793103448,0.017985611510791366,2.8758620689655174,1.3,1.25,50,2,3,2.8758620689655174,3.5555555555555554,13,13,2.6754890678941314,4.979640718562875,False,Robust
25,892,10,0.011210762331838564,208,0.1890909090909091,10,0.04807692307692308,4.288461538461539,0.5,4.454545454545454,0.001498281460009731,82,5,0.06097560975609756,0.012618296529968454,4.8323170731707314,57,1,0.017543859649122806,0.006493506493506494,2.701754385964912,69,4,0.057971014492753624,0.0149812734082397,3.869565217391304,1.15,1.3,30,2,3,2.701754385964912,3.869565217391304,13,13,2.664,4.3694581280788185,False,Robust
26,844,9,0.01066350710900474,256,0.23272727272727273,11,0.04296875,4.029513888888888,0.55,4.165532879818594,0.0019483196113492375,94,5,0.05319148936170213,0.013114754098360656,4.055851063829787,75,1,0.013333333333333334,0.006896551724137931,1.9333333333333336,87,5,0.05747126436781609,0.012048192771084338,4.7701149425287355,1.1,1.1,50,2,3,1.9333333333333336,4.055851063829787,13,13,2.6482231219073324,4.1899999999999995,False,Robust
27,931,11,0.011815252416756176,169,0.15363636363636363,9,0.05325443786982249,4.507261968800431,0.45,4.704545454545454,0.001414622204050503,66,5,0.07575757575757576,0.012012012012012012,6.306818181818182,46,1,0.021739130434782608,0.006269592476489028,3.467391304347826,57,3,0.05263157894736842,0.017921146953405017,2.9368421052631577,1.25,1.3,40,2,3,2.9368421052631577,3.467391304347826,13,13,2.6171654432523996,4.910059171597633,False,Robust
28,931,11,0.011815252416756176,169,0.15363636363636363,9,0.05325443786982249,4.507261968800431,0.45,4.704545454545454,0.001414622204050503,66,5,0.07575757575757576,0.012012012012012012,6.306818181818182,45,1,0.022222222222222223,0.00625,3.5555555555555554,58,3,0.05172413793103448,0.017985611510791366,2.8758620689655174,1.3,1.3,35,2,3,2.8758620689655174,3.5555555555555554,13,13,2.6171654432523996,4.910059171597633,False,Robust
29,889,10,0.01124859392575928,211,0.1918181818181818,10,0.04739336492890995,4.213270142180095,0.5,4.373134328358209,0.0016839705775123827,83,5,0.060240963855421686,0.012658227848101266,4.759036144578313,57,1,0.017543859649122806,0.006493506493506494,2.701754385964912,71,4,0.056338028169014086,0.01509433962264151,3.732394366197183,1.15,1.25,40,2,3,2.701754385964912,3.732394366197183,13,13,2.6157635467980294,4.307317073170731,False,Robust
30,888,10,0.01126126126126126,212,0.19272727272727272,10,0.04716981132075472,4.188679245283019,0.5,4.346534653465347,0.0017499909813271852,81,5,0.06172839506172839,0.012578616352201259,4.9074074074074066,61,1,0.01639344262295082,0.006578947368421052,2.4918032786885247,70,4,0.05714285714285714,0.015037593984962405,3.8000000000000003,1.15,1.2,50,2,3,2.4918032786885247,3.8000000000000003,13,13,2.6157635467980294,4.281553398058253,False,Robust
31,888,10,0.01126126126126126,212,0.19272727272727272,10,0.04716981132075472,4.188679245283019,0.5,4.346534653465347,0.0017499909813271852,83,5,0.060240963855421686,0.012658227848101266,4.759036144578313,56,1,0.017857142857142856,0.006472491909385114,2.758928571428571,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.25,1.1,35,2,3,2.758928571428571,3.602739726027397,13,13,2.6,4.606918238993711,False,Robust
32,887,10,0.011273957158962795,213,0.19363636363636363,10,0.046948356807511735,4.164319248826291,0.5,4.320197044334975,0.0018181619632452158,84,5,0.05952380952380952,0.012698412698412698,4.6875,58,1,0.017241379310344827,0.006514657980456026,2.646551724137931,71,4,0.056338028169014086,0.01509433962264151,3.732394366197183,1.15,1.25,45,2,3,2.646551724137931,3.732394366197183,13,13,2.6,4.256038647342995,False,Robust
33,930,11,0.011827956989247311,170,0.15454545454545454,9,0.052941176470588235,4.475935828877005,0.45,4.670242800677583,0.0014783954481326015,66,5,0.07575757575757576,0.012012012012012012,6.306818181818182,46,1,0.021739130434782608,0.006269592476489028,3.467391304347826,58,3,0.05172413793103448,0.017985611510791366,2.8758620689655174,1.3,1.3,30,2,3,2.8758620689655174,3.467391304347826,13,13,2.5982042648709314,4.875882352941177,False,Robust
34,929,11,0.011840688912809472,171,0.15545454545454546,9,0.05263157894736842,4.444976076555024,0.45,4.636363636363637,0.0015445264312930022,67,5,0.07462686567164178,0.012048192771084338,6.194029850746268,47,1,0.02127659574468085,0.006289308176100629,3.382978723404255,57,3,0.05263157894736842,0.017921146953405017,2.9368421052631577,1.25,1.3,45,2,3,2.9368421052631577,3.382978723404255,13,13,2.5982042648709314,4.842105263157895,False,Robust
35,840,9,0.010714285714285714,260,0.23636363636363636,11,0.04230769230769231,3.948717948717949,0.55,4.078982597054886,0.0022329069673862885,97,5,0.05154639175257732,0.013245033112582781,3.8917525773195876,74,1,0.013513513513513514,0.006872852233676976,1.9662162162162165,89,5,0.056179775280898875,0.012145748987854251,4.6254681647940075,1.1,1.1,40,2,3,1.9662162162162165,3.8917525773195876,13,13,2.580246913580247,4.104330708661418,False,Robust
36,928,11,0.011853448275862068,172,0.15636363636363637,9,0.05232558139534884,4.414376321353066,0.45,4.602900167317345,0.001613081639245043,66,5,0.07575757575757576,0.012012012012012012,6.306818181818182,47,1,0.02127659574468085,0.006289308176100629,3.382978723404255,59,3,0.05084745762711865,0.018050541516245487,2.816949152542373,1.3,1.2,50,2,3,2.816949152542373,3.382978723404255,13,13,2.5794757389849416,4.808720930232559,False,Robust
37,886,10,0.011286681715575621,214,0.19454545454545455,10,0.04672897196261682,4.14018691588785,0.5,4.294117647058823,0.001888538024838988,83,5,0.060240963855421686,0.012658227848101266,4.759036144578313,58,1,0.017241379310344827,0.006514657980456026,2.646551724137931,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.1,1.3,40,2,3,2.646551724137931,3.602739726027397,13,13,2.5689320388349515,4.230769230769231,False,Robust
38,886,10,0.011286681715575621,214,0.19454545454545455,10,0.04672897196261682,4.14018691588785,0.5,4.294117647058823,0.001888538024838988,84,5,0.05952380952380952,0.012698412698412698,4.6875,57,1,0.017543859649122806,0.006493506493506494,2.701754385964912,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.25,1.1,30,2,3,2.701754385964912,3.602739726027397,13,13,2.5689320388349515,4.553478712357217,False,Robust
39,885,10,0.011299435028248588,215,0.19545454545454546,10,0.046511627906976744,4.116279069767442,0.5,4.2682926829268295,0.001961174582734795,80,5,0.0625,0.012539184952978056,4.984375,63,1,0.015873015873015872,0.006622516556291391,2.3968253968253967,72,4,0.05555555555555555,0.015151515151515152,3.6666666666666665,1.2,1.1,50,2,3,2.3968253968253967,3.6666666666666665,13,13,2.5689320388349515,4.5271317829457365,False,Robust
40,838,9,0.010739856801909307,262,0.2381818181818182,11,0.04198473282442748,3.909245122985581,0.55,4.036741921204072,0.002387865552374837,98,5,0.05102040816326531,0.013289036544850499,3.8392857142857144,75,1,0.013333333333333334,0.006896551724137931,1.9333333333333336,89,5,0.056179775280898875,0.012145748987854251,4.6254681647940075,1.1,1.1,45,2,3,1.9333333333333336,3.8392857142857144,13,13,2.566974088713219,4.0625,False,Robust
41,884,10,0.011312217194570135,216,0.19636363636363635,10,0.046296296296296294,4.092592592592593,0.5,4.242718446601942,0.002036127972313798,83,5,0.060240963855421686,0.012658227848101266,4.759036144578313,59,1,0.01694915254237288,0.006535947712418301,2.5932203389830506,74,4,0.05405405405405406,0.015267175572519083,3.540540540540541,1.1,1.3,45,2,3,2.5932203389830506,3.540540540540541,13,13,2.553623188405797,4.180952380952381,False,Robust
42,927,11,0.011866235167206042,173,0.1572727272727273,9,0.05202312138728324,4.384130320546506,0.45,4.569844789356985,0.0016841287482851203,68,5,0.07352941176470588,0.012084592145015106,6.084558823529412,45,1,0.022222222222222223,0.00625,3.5555555555555554,60,3,0.05,0.018115942028985508,2.7600000000000002,1.3,1.25,40,2,3,2.7600000000000002,3.5555555555555554,13,13,2.5426997245179064,4.775722543352601,False,Robust
43,926,11,0.011879049676025918,174,0.15818181818181817,9,0.05172413793103448,4.35423197492163,0.45,4.537190082644628,0.0017577366282194994,69,5,0.07246376811594203,0.012121212121212121,5.978260869565218,45,1,0.022222222222222223,0.00625,3.5555555555555554,60,3,0.05,0.018115942028985508,2.7600000000000002,1.3,1.25,45,2,3,2.7600000000000002,3.5555555555555554,13,13,2.5426997245179064,4.743103448275862,False,Robust
44,925,11,0.011891891891891892,175,0.1590909090909091,9,0.05142857142857143,4.324675324675325,0.45,4.504928806133625,0.0018339753448420538,67,5,0.07462686567164178,0.012048192771084338,6.194029850746268,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,60,3,0.05,0.018115942028985508,2.7600000000000002,1.25,1.25,50,2,3,2.7600000000000002,3.302083333333333,13,13,2.524644030668127,4.710857142857143,False,Robust
45,882,10,0.011337868480725623,218,0.19818181818181818,10,0.045871559633027525,4.045871559633028,0.5,4.1923076923076925,0.002193215202218559,82,5,0.06097560975609756,0.012618296529968454,4.8323170731707314,63,1,0.015873015873015872,0.006622516556291391,2.3968253968253967,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.15,1.15,50,2,3,2.3968253968253967,3.602739726027397,13,13,2.523444976076555,4.132075471698113,False,Robust
46,882,10,0.011337868480725623,218,0.19818181818181818,10,0.045871559633027525,4.045871559633028,0.5,4.1923076923076925,0.002193215202218559,86,5,0.05813953488372093,0.012779552715654952,4.549418604651163,60,1,0.016666666666666666,0.006557377049180328,2.5416666666666665,72,4,0.05555555555555555,0.015151515151515152,3.6666666666666665,1.15,1.2,40,2,3,2.5416666666666665,3.6666666666666665,13,13,2.5085714285714285,4.132075471698113,False,Robust
47,924,11,0.011904761904761904,176,0.16,9,0.05113636363636364,4.295454545454546,0.45,4.473053892215569,0.0019129161619566523,67,5,0.07462686567164178,0.012048192771084338,6.194029850746268,51,1,0.0196078431372549,0.006369426751592357,3.0784313725490193,58,3,0.05172413793103448,0.017985611510791366,2.8758620689655174,1.2,1.3,50,2,3,2.8758620689655174,3.0784313725490193,13,13,2.506804572672836,4.678977272727273,False,Robust
48,834,9,0.01079136690647482,266,0.24181818181818182,11,0.041353383458646614,3.832080200501253,0.55,3.954248366013072,0.0027250784378894965,101,5,0.04950495049504951,0.013422818791946308,3.6881188118811883,74,1,0.013513513513513514,0.006872852233676976,1.9662162162162165,91,5,0.054945054945054944,0.012244897959183673,4.487179487179487,1.1,1.1,35,2,3,1.9662162162162165,3.6881188118811883,13,13,2.5021533161068046,3.9807692307692313,False,Robust
49,881,10,0.011350737797956867,219,0.1990909090909091,10,0.045662100456621,4.0228310502283104,0.5,4.167464114832536,0.002275466336754496,88,5,0.056818181818181816,0.012861736334405145,4.417613636363637,58,1,0.017241379310344827,0.006514657980456026,2.646551724137931,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.15,1.25,35,2,3,2.646551724137931,3.602739726027397,13,13,2.4938388625592416,4.107981220657277,False,Robust
50,881,10,0.011350737797956867,219,0.1990909090909091,10,0.045662100456621,4.0228310502283104,0.5,4.167464114832536,0.002275466336754496,84,5,0.05952380952380952,0.012698412698412698,4.6875,62,1,0.016129032258064516,0.006600660066006601,2.443548387096774,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.2,1.1,40,2,3,2.443548387096774,3.602739726027397,13,13,2.4938388625592416,4.424150177574835,False,Robust
51,880,10,0.011363636363636364,220,0.2,10,0.045454545454545456,4.0,0.5,4.142857142857143,0.0023602688969490597,83,5,0.060240963855421686,0.012658227848101266,4.759036144578313,62,1,0.016129032258064516,0.006600660066006601,2.443548387096774,75,4,0.05333333333333334,0.01532567049808429,3.4800000000000004,1.1,1.25,50,2,3,2.443548387096774,3.4800000000000004,13,13,2.4938388625592416,4.08411214953271,False,Robust
52,880,10,0.011363636363636364,220,0.2,10,0.045454545454545456,4.0,0.5,4.142857142857143,0.0023602688969490597,87,5,0.05747126436781609,0.01282051282051282,4.482758620689656,61,1,0.01639344262295082,0.006578947368421052,2.4918032786885247,72,4,0.05555555555555555,0.015151515151515152,3.6666666666666665,1.15,1.2,45,2,3,2.4918032786885247,3.6666666666666665,13,13,2.4938388625592416,4.08411214953271,False,Robust
53,833,9,0.010804321728691477,267,0.24272727272727274,11,0.04119850187265917,3.8131502288805654,0.55,3.9340277777777777,0.002815367122932258,102,5,0.049019607843137254,0.013468013468013467,3.639705882352941,74,1,0.013513513513513514,0.006872852233676976,1.9662162162162165,91,5,0.054945054945054944,0.012244897959183673,4.487179487179487,1.1,1.1,30,2,3,1.9662162162162165,3.639705882352941,13,13,2.4894894894894897,3.960727969348659,False,Robust
54,880,10,0.011363636363636364,220,0.2,10,0.045454545454545456,4.0,0.5,4.142857142857143,0.0023602688969490597,86,5,0.05813953488372093,0.012779552715654952,4.549418604651163,59,1,0.01694915254237288,0.006535947712418301,2.5932203389830506,75,4,0.05333333333333334,0.01532567049808429,3.4800000000000004,1.1,1.3,35,2,3,2.5932203389830506,3.4800000000000004,13,13,2.479245283018868,4.08411214953271,False,Robust
55,879,10,0.011376564277588168,221,0.2009090909090909,10,0.04524886877828054,3.97737556561086,0.5,4.118483412322274,0.0024476838582870543,84,5,0.05952380952380952,0.012698412698412698,4.6875,63,1,0.015873015873015872,0.006622516556291391,2.3968253968253967,74,4,0.05405405405405406,0.015267175572519083,3.540540540540541,1.2,1.1,45,2,3,2.3968253968253967,3.540540540540541,13,13,2.479245283018868,4.374057315233785,False,Robust
56,923,11,0.011917659804983749,177,0.16090909090909092,9,0.05084745762711865,4.266563944530047,0.45,4.441558441558442,0.0019946315429380905,70,5,0.07142857142857142,0.0121580547112462,5.875,47,1,0.02127659574468085,0.006289308176100629,3.382978723404255,60,3,0.05,0.018115942028985508,2.7600000000000002,1.25,1.3,35,2,3,2.7600000000000002,3.382978723404255,13,13,2.471759010220549,4.647457627118644,False,Robust
57,922,11,0.01193058568329718,178,0.1618181818181818,9,0.05056179775280899,4.237997957099081,0.45,4.410435718128026,0.002079195151825675,68,5,0.07352941176470588,0.012084592145015106,6.084558823529412,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,62,3,0.04838709677419355,0.01824817518248175,2.6516129032258067,1.3,1.15,50,2,3,2.6516129032258067,3.302083333333333,13,13,2.471759010220549,4.61629213483146,False,Robust
58,879,10,0.011376564277588168,221,0.2009090909090909,10,0.04524886877828054,3.97737556561086,0.5,4.118483412322274,0.0024476838582870543,89,5,0.056179775280898875,0.012903225806451613,4.353932584269663,59,1,0.01694915254237288,0.006535947712418301,2.5932203389830506,73,4,0.0547945205479452,0.015209125475285171,3.602739726027397,1.15,1.25,30,2,3,2.5932203389830506,3.602739726027397,13,13,2.4647887323943665,4.06046511627907,False,Robust
59,922,11,0.01193058568329718,178,0.1618181818181818,9,0.05056179775280899,4.237997957099081,0.45,4.410435718128026,0.002079195151825675,70,5,0.07142857142857142,0.0121580547112462,5.875,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,60,3,0.05,0.018115942028985508,2.7600000000000002,1.25,1.3,30,2,3,2.7600000000000002,3.302083333333333,13,13,2.4545454545454546,4.61629213483146,False,Robust
60,922,11,0.01193058568329718,178,0.1618181818181818,9,0.05056179775280899,4.237997957099081,0.45,4.410435718128026,0.002079195151825675,70,5,0.07142857142857142,0.0121580547112462,5.875,47,1,0.02127659574468085,0.006289308176100629,3.382978723404255,61,3,0.04918032786885246,0.01818181818181818,2.7049180327868854,1.3,1.2,40,2,3,2.7049180327868854,3.382978723404255,13,13,2.4545454545454546,4.61629213483146,False,Robust
61,921,11,0.011943539630836048,179,0.16272727272727272,9,0.05027932960893855,4.209751142712037,0.45,4.379679144385027,0.002166681853943787,71,5,0.07042253521126761,0.012195121951219513,5.774647887323944,47,1,0.02127659574468085,0.006289308176100629,3.382978723404255,61,3,0.04918032786885246,0.01818181818181818,2.7049180327868854,1.3,1.2,45,2,3,2.7049180327868854,3.382978723404255,13,13,2.4545454545454546,4.585474860335196,False,Robust
62,878,10,0.011389521640091117,222,0.2018181818181818,10,0.04504504504504504,3.9549549549549545,0.5,4.09433962264151,0.002537773131635846,86,5,0.05813953488372093,0.012779552715654952,4.549418604651163,61,1,0.01639344262295082,0.006578947368421052,2.4918032786885247,75,4,0.05333333333333334,0.01532567049808429,3.4800000000000004,1.1,1.3,30,2,3,2.4918032786885247,3.4800000000000004,13,13,2.4504672897196262,4.037037037037036,False,Robust
63,920,11,0.011956521739130435,180,0.16363636363636364,9,0.05,4.181818181818182,0.45,4.349282296650718,0.002257167716043967,69,5,0.07246376811594203,0.012121212121212121,5.978260869565218,50,1,0.02,0.006349206349206349,3.15,61,3,0.04918032786885246,0.01818181818181818,2.7049180327868854,1.25,1.2,50,2,3,2.7049180327868854,3.15,13,13,2.437533227006911,4.555,False,Robust
64,920,11,0.011956521739130435,180,0.16363636363636364,9,0.05,4.181818181818182,0.45,4.349282296650718,0.002257167716043967,71,5,0.07042253521126761,0.012195121951219513,5.774647887323944,47,1,0.02127659574468085,0.006289308176100629,3.382978723404255,62,3,0.04838709677419355,0.01824817518248175,2.6516129032258067,1.25,1.25,40,2,3,2.6516129032258067,3.382978723404255,13,13,2.4207188160676534,4.555,False,Robust
65,875,10,0.011428571428571429,225,0.20454545454545456,10,0.044444444444444446,3.888888888888889,0.5,4.023255813953488,0.002824719998875578,88,5,0.056818181818181816,0.012861736334405145,4.417613636363637,61,1,0.01639344262295082,0.006578947368421052,2.4918032786885247,76,4,0.05263157894736842,0.015384615384615385,3.421052631578947,1.1,1.25,40,2,3,2.4918032786885247,3.421052631578947,13,13,2.408294930875576,3.9680365296803655,False,Robust
66,875,10,0.011428571428571429,225,0.20454545454545456,10,0.044444444444444446,3.888888888888889,0.5,4.023255813953488,0.002824719998875578,88,5,0.056818181818181816,0.012861736334405145,4.417613636363637,62,1,0.016129032258064516,0.006600660066006601,2.443548387096774,75,4,0.05333333333333334,0.01532567049808429,3.4800000000000004,1.15,1.15,40,2,3,2.443548387096774,3.4800000000000004,13,13,2.408294930875576,3.9680365296803655,False,Robust
67,874,10,0.011441647597254004,226,0.20545454545454545,10,0.04424778761061947,3.8672566371681416,0.5,4.0,0.0029261443933888466,88,5,0.056818181818181816,0.012861736334405145,4.417613636363637,63,1,0.015873015873015872,0.006622516556291391,2.3968253968253967,75,4,0.05333333333333334,0.01532567049808429,3.4800000000000004,1.15,1.15,45,2,3,2.3968253968253967,3.4800000000000004,13,13,2.408294930875576,3.9454545454545453,False,Robust
68,919,11,0.011969532100108813,181,0.16454545454545455,9,0.049723756906077346,4.154193872425917,0.45,4.319238900634249,0.0023507300059632742,72,5,0.06944444444444445,0.012232415902140673,5.677083333333334,46,1,0.021739130434782608,0.006269592476489028,3.467391304347826,63,3,0.047619047619047616,0.018315018315018316,2.5999999999999996,1.3,1.25,35,2,3,2.5999999999999996,3.467391304347826,13,13,2.404098791382028,4.524861878453038,False,Robust
69,918,11,0.011982570806100218,182,0.16545454545454547,9,0.04945054945054945,4.126873126873127,0.45,4.289542827115081,0.002447447191793929,72,5,0.06944444444444445,0.012232415902140673,5.677083333333334,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,62,3,0.04838709677419355,0.01824817518248175,2.6516129032258067,1.25,1.25,45,2,3,2.6516129032258067,3.302083333333333,13,13,2.404098791382028,4.495054945054944,False,Robust
70,874,10,0.011441647597254004,226,0.20545454545454545,10,0.04424778761061947,3.8672566371681416,0.5,4.0,0.0029261443933888466,91,5,0.054945054945054944,0.012987012987012988,4.230769230769231,61,1,0.01639344262295082,0.006578947368421052,2.4918032786885247,74,4,0.05405405405405406,0.015267175572519083,3.540540540540541,1.15,1.2,35,2,3,2.4918032786885247,3.540540540540541,13,13,2.3944954128440368,3.9454545454545453,False,Robust
71,873,10,0.011454753722794959,227,0.20636363636363636,10,0.04405286343612335,3.8458149779735686,0.5,3.9769585253456223,0.0030305667376624274,88,5,0.056818181818181816,0.012861736334405145,4.417613636363637,62,1,0.016129032258064516,0.006600660066006601,2.443548387096774,77,4,0.05194805194805195,0.015444015444015444,3.3636363636363638,1.1,1.25,45,2,3,2.443548387096774,3.3636363636363638,13,13,2.3944954128440368,3.9230769230769234,False,Robust
72,918,11,0.011982570806100218,182,0.16545454545454547,9,0.04945054945054945,4.126873126873127,0.45,4.289542827115081,0.002447447191793929,71,5,0.07042253521126761,0.012195121951219513,5.774647887323944,51,1,0.0196078431372549,0.006369426751592357,3.0784313725490193,60,3,0.05,0.018115942028985508,2.7600000000000002,1.2,1.3,40,2,3,2.7600000000000002,3.0784313725490193,13,13,2.3876698014629048,4.495054945054944,False,Robust
73,918,11,0.011982570806100218,182,0.16545454545454547,9,0.04945054945054945,4.126873126873127,0.45,4.289542827115081,0.002447447191793929,73,5,0.0684931506849315,0.012269938650306749,5.582191780821917,46,1,0.021739130434782608,0.006269592476489028,3.467391304347826,63,3,0.047619047619047616,0.018315018315018316,2.5999999999999996,1.3,1.25,30,2,3,2.5999999999999996,3.467391304347826,13,13,2.3876698014629048,4.495054945054944,False,Robust
74,873,10,0.011454753722794959,227,0.20636363636363636,10,0.04405286343612335,3.8458149779735686,0.5,3.9769585253456223,0.0030305667376624274,92,5,0.05434782608695652,0.013029315960912053,4.171195652173913,61,1,0.01639344262295082,0.006578947368421052,2.4918032786885247,74,4,0.05405405405405406,0.015267175572519083,3.540540540540541,1.15,1.2,30,2,3,2.4918032786885247,3.540540540540541,13,13,2.380821917808219,3.9230769230769234,False,Robust
75,873,10,0.011454753722794959,227,0.20636363636363636,10,0.04405286343612335,3.8458149779735686,0.5,3.9769585253456223,0.0030305667376624274,89,5,0.056179775280898875,0.012903225806451613,4.353932584269663,62,1,0.016129032258064516,0.006600660066006601,2.443548387096774,76,4,0.05263157894736842,0.015384615384615385,3.421052631578947,1.2,1.1,35,2,3,2.443548387096774,3.421052631578947,13,13,2.380821917808219,4.229074889867842,False,Robust
76,916,11,0.012008733624454149,184,0.16727272727272727,9,0.04891304347826087,4.073122529644269,0.45,4.231168831168831,0.0026506661163925513,72,5,0.06944444444444445,0.012232415902140673,5.677083333333334,52,1,0.019230769230769232,0.006389776357827476,3.009615384615385,60,3,0.05,0.018115942028985508,2.7600000000000002,1.2,1.3,45,2,3,2.7600000000000002,3.009615384615385,13,13,2.3714285714285714,4.436413043478261,False,Robust
77,915,11,0.012021857923497269,185,0.16818181818181818,9,0.04864864864864865,4.046683046683047,0.45,4.202479338842975,0.0027573307782110573,70,5,0.07142857142857142,0.0121580547112462,5.875,51,1,0.0196078431372549,0.006369426751592357,3.0784313725490193,64,3,0.046875,0.01838235294117647,2.55,1.25,1.15,50,2,3,2.55,3.0784313725490193,13,13,2.355371900826446,4.407567567567567,False,Robust
78,915,11,0.012021857923497269,185,0.16818181818181818,9,0.04864864864864865,4.046683046683047,0.45,4.202479338842975,0.0027573307782110573,73,5,0.0684931506849315,0.012269938650306749,5.582191780821917,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,64,3,0.046875,0.01838235294117647,2.55,1.3,1.15,45,2,3,2.55,3.302083333333333,13,13,2.355371900826446,4.407567567567567,False,Robust
79,871,10,0.011481056257175661,229,0.2081818181818182,10,0.043668122270742356,3.803493449781659,0.5,3.9315068493150687,0.0032486764196554773,90,5,0.05555555555555555,0.012944983818770227,4.291666666666666,63,1,0.015873015873015872,0.006622516556291391,2.3968253968253967,76,4,0.05263157894736842,0.015384615384615385,3.421052631578947,1.2,1.1,30,2,3,2.3968253968253967,3.421052631578947,13,13,2.353846153846154,4.18243571081999,False,Robust
80,869,10,0.011507479861910242,231,0.21,10,0.04329004329004329,3.7619047619047614,0.5,3.8868778280542986,0.0034796007481952807,85,5,0.058823529411764705,0.012738853503184714,4.617647058823529,67,1,0.014925373134328358,0.006711409395973154,2.2238805970149254,79,4,0.05063291139240506,0.01556420233463035,3.2531645569620253,1.1,1.2,50,2,3,2.2238805970149254,3.2531645569620253,13,13,2.3405405405405406,3.8444444444444446,False,Robust
81,915,11,0.012021857923497269,185,0.16818181818181818,9,0.04864864864864865,4.046683046683047,0.45,4.202479338842975,0.0027573307782110573,73,5,0.0684931506849315,0.012269938650306749,5.582191780821917,49,1,0.02040816326530612,0.006329113924050633,3.224489795918367,63,3,0.047619047619047616,0.018315018315018316,2.5999999999999996,1.25,1.2,40,2,3,2.5999999999999996,3.224489795918367,13,13,2.3394966615305597,4.407567567567567,False,Robust
82,915,11,0.012021857923497269,185,0.16818181818181818,9,0.04864864864864865,4.046683046683047,0.45,4.202479338842975,0.0027573307782110573,73,5,0.0684931506849315,0.012269938650306749,5.582191780821917,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,64,3,0.046875,0.01838235294117647,2.55,1.3,1.15,40,2,3,2.55,3.302083333333333,13,13,2.3394966615305597,4.407567567567567,False,Robust
83,914,11,0.012035010940919038,186,0.1690909090909091,9,0.04838709677419355,4.020527859237537,0.45,4.174114021571649,0.0028674761768867816,71,5,0.07042253521126761,0.012195121951219513,5.774647887323944,53,1,0.018867924528301886,0.00641025641025641,2.943396226415094,62,3,0.04838709677419355,0.01824817518248175,2.6516129032258067,1.2,1.25,50,2,3,2.6516129032258067,2.943396226415094,13,13,2.3394966615305597,4.379032258064516,False,Robust
84,914,11,0.012035010940919038,186,0.1690909090909091,9,0.04838709677419355,4.020527859237537,0.45,4.174114021571649,0.0028674761768867816,74,5,0.06756756756756757,0.012307692307692308,5.489864864864865,48,1,0.020833333333333332,0.006309148264984227,3.302083333333333,64,3,0.046875,0.01838235294117647,2.55,1.3,1.2,35,2,3,2.55,3.302083333333333,13,13,2.323799795709908,4.379032258064516,False,Robust
85,913,11,0.012048192771084338,187,0.17,9,0.0481283422459893,3.994652406417112,0.45,4.146067415730337,0.002981186751904468,74,5,0.06756756756756757,0.012307692307692308,5.489864864864865,50,1,0.02,0.006349206349206349,3.15,63,3,0.047619047619047616,0.018315018315018316,2.5999999999999996,1.25,1.2,45,2,3,2.5999999999999996,3.15,13,13,2.323799795709908,4.350802139037433,False,Robust
86,868,10,0.01152073732718894,232,0.2109090909090909,10,0.04310344827586207,3.741379310344828,0.5,3.864864864864865,0.003600044928200938,92,5,0.05434782608695652,0.013029315960912053,4.171195652173913,62,1,0.016129032258064516,0.006600660066006601,2.443548387096774,78,4,0.05128205128205128,0.015503875968992248,3.3076923076923075,1.1,1.25,35,2,3,2.443548387096774,3.3076923076923075,13,13,2.3142857142857145,3.814159292035398,False,Robust
87,867,10,0.011534025374855825,233,0.21181818181818182,10,0.04291845493562232,3.721030042918455,0.5,3.8430493273542603,0.003723906476294628,93,5,0.053763440860215055,0.013071895424836602,4.112903225806452,63,1,0.015873015873015872,0.006622516556291391,2.3968253968253967,77,4,0.05194805194805195,0.015444015444015444,3.3636363636363638,1.15,1.15,35,2,3,2.3968253968253967,3.3636363636363638,13,13,2.3013333333333335,3.79295154185022,False,Robust
