robustness_rank,normal_observations,normal_failures,normal_failure_rate,elevated_observations,elevated_share,elevated_failures,elevated_failure_rate,elevated_rate_lift_vs_normal,elevated_failure_capture,odds_ratio,fisher_p_value,2005_2012_elevated_observations,2005_2012_elevated_failures,2005_2012_elevated_failure_rate,2005_2012_normal_failure_rate,2005_2012_lift,2013_2019_elevated_observations,2013_2019_elevated_failures,2013_2019_elevated_failure_rate,2013_2019_normal_failure_rate,2013_2019_lift,2020_2026_elevated_observations,2020_2026_elevated_failures,2020_2026_elevated_failure_rate,2020_2026_normal_failure_rate,2020_2026_lift,rolling4w_atr_threshold,weekly_atr_threshold,sma_length_weeks,elevated_score_cutoff,higher_risk_subperiods,minimum_subperiod_lift,median_subperiod_lift,cluster_tests_higher,cluster_test_count,minimum_cluster_removal_lift,median_cluster_removal_lift,is_anchor_definition,classification
11,899,10,0.011123470522803115,201,0.18272727272727274,10,0.04975124378109453,4.472636815920398,0.5,4.654450261780105,0.0011307036107042695,79,5,0.06329113924050633,0.0125,5.063291139240507,55,1,0.01818181818181818,0.0064516129032258064,2.818181818181818,67,4,0.05970149253731343,0.01486988847583643,4.014925373134329,1.15,1.3,45,2,3,2.818181818181818,4.014925373134329,13,13,2.8,4.561224489795919,False,Robust
12,938,11,0.011727078891257996,162,0.14727272727272728,9,0.05555555555555555,4.737373737373737,0.45,4.957219251336898,0.0010288896565027246,63,5,0.07936507936507936,0.011904761904761904,6.666666666666667,44,1,0.022727272727272728,0.006230529595015576,3.647727272727273,55,3,0.05454545454545454,0.017793594306049824,3.065454545454545,1.3,1.3,40,2,3,3.065454545454545,3.647727272727273,13,13,2.7567886658795744,5.1611111111111105,False,Robust
13,937,11,0.011739594450373533,163,0.1481818181818182,9,0.05521472392638037,4.703290574456219,0.45,4.919716646989374,0.0010779211339562486,62,5,0.08064516129032258,0.011869436201780416,6.794354838709677,46,1,0.021739130434782608,0.006269592476489028,3.467391304347826,55,3,0.05454545454545454,0.017793594306049824,3.065454545454545,1.25,1.3,50,2,3,3.065454545454545,3.467391304347826,13,13,2.7567886658795744,5.123926380368098,False,Robust
14,937,11,0.011739594450373533,163,0.1481818181818182,9,0.05521472392638037,4.703290574456219,0.45,4.919716646989374,0.0010779211339562486,64,5,0.078125,0.011940298507462687,6.54296875,44,1,0.022727272727272728,0.006230529595015576,3.647727272727273,55,3,0.05454545454545454,0.017793594306049824,3.065454545454545,1.3,1.3,45,2,3,3.065454545454545,3.647727272727273,13,13,2.7567886658795744,5.123926380368098,False,Robust
15,852,9,0.01056338028169014,248,0.22545454545454546,11,0.04435483870967742,4.198924731182796,0.55,4.347398030942335,0.0014702053557387892,98,5,0.05102040816326531,0.013289036544850499,3.8392857142857144,68,1,0.014705882352941176,0.006734006734006734,2.183823529411765,82,5,0.06097560975609756,0.011811023622047244,5.16260162601626,1.15,1.1,35,2,3,2.183823529411765,3.8392857142857144,13,13,2.7481481481481485,4.369834710743802,False,Robust
16,851,9,0.010575793184488837,249,0.22636363636363635,11,0.04417670682730924,4.177153056671129,0.55,4.3239962651727355,0.0015238870969475366,99,5,0.050505050505050504,0.013333333333333334,3.7878787878787876,68,1,0.014705882352941176,0.006734006734006734,2.183823529411765,82,5,0.06097560975609756,0.011811023622047244,5.16260162601626,1.15,1.1,30,2,3,2.183823529411765,3.7878787878787876,13,13,2.7335177501152605,4.346707818930041,False,Robust
17,896,10,0.011160714285714286,204,0.18545454545454546,10,0.049019607843137254,4.3921568627450975,0.5,4.56701030927835,0.0012776560274778504,78,5,0.0641025641025641,0.012461059190031152,5.144230769230769,56,1,0.017857142857142856,0.006472491909385114,2.758928571428571,70,4,0.05714285714285714,0.015037593984962405,3.8000000000000003,1.25,1.1,40,2,3,2.758928571428571,3.8000000000000003,13,13,2.730612244897959,4.831154684095861,False,Robust
18,896,10,0.011160714285714286,204,0.18545454545454546,10,0.049019607843137254,4.3921568627450975,0.5,4.56701030927835,0.0012776560274778504,80,5,0.0625,0.012539184952978056,4.984375,54,1,0.018518518518518517,0.006430868167202572,2.8796296296296293,70,4,0.05714285714285714,0.015037593984962405,3.8000000000000003,1.3,1.1,35,2,3,2.8796296296296293,3.8000000000000003,13,13,2.730612244897959,4.831154684095861,False,Robust
19,895,10,0.0111731843575419,205,0.18636363636363637,10,0.04878048780487805,4.365853658536586,0.5,4.538461538461538,0.001330072455735984,78,5,0.0641025641025641,0.012461059190031152,5.144230769230769,58,1,0.017241379310344827,0.006514657980456026,2.646551724137931,69,4,0.057971014492753624,0.0149812734082397,3.869565217391304,1.15,1.25,50,2,3,2.646551724137931,3.869565217391304,13,13,2.730612244897959,4.467336683417085,False,Robust
20,894,10,0.011185682326621925,206,0.18727272727272729,10,0.04854368932038835,4.339805825242718,0.5,4.510204081632653,0.0013842832099072977,78,5,0.0641025641025641,0.012461059190031152,5.144230769230769,57,1,0.017543859649122806,0.006493506493506494,2.701754385964912,71,4,0.056338028169014086,0.01509433962264151,3.732394366197183,1.25,1.1,45,2,3,2.701754385964912,3.732394366197183,13,13,2.7137055837563455,4.773462783171522,False,Robust
21,894,10,0.011185682326621925,206,0.18727272727272729,10,0.04854368932038835,4.339805825242718,0.5,4.510204081632653,0.0013842832099072977,82,5,0.06097560975609756,0.012618296529968454,4.8323170731707314,55,1,0.01818181818181818,0.0064516129032258064,2.818181818181818,69,4,0.057971014492753624,0.0149812734082397,3.869565217391304,1.15,1.3,35,2,3,2.818181818181818,3.869565217391304,13,13,2.6969696969696972,4.422885572139303,False,Robust
22,894,10,0.011185682326621925,206,0.18727272727272729,10,0.04854368932038835,4.339805825242718,0.5,4.510204081632653,0.0013842832099072977,81,5,0.06172839506172839,0.012578616352201259,4.9074074074074066,55,1,0.01818181818181818,0.0064516129032258064,2.818181818181818,70,4,0.05714285714285714,0.015037593984962405,3.8000000000000003,1.3,1.1,30,2,3,2.818181818181818,3.8000000000000003,13,13,2.6969696969696972,4.773462783171522,False,Robust
23,892,10,0.011210762331838564,208,0.1890909090909091,10,0.04807692307692308,4.288461538461539,0.5,4.454545454545454,0.001498281460009731,78,5,0.0641025641025641,0.012461059190031152,5.144230769230769,58,1,0.017241379310344827,0.006514657980456026,2.646551724137931,72,4,0.05555555555555555,0.015151515151515152,3.6666666666666665,1.1,1.3,50,2,3,2.646551724137931,3.6666666666666665,13,13,2.6804020100502512,4.386138613861386,False,Robust
