sample_id,sample_label,sample_start,sample_end,model_id,model_label,policy_id,policy_label,elevated_multiplier,spread_width_points,contract_multiplier,credit_points,scheduled_entries,elevated_entries,elevated_entry_share,elevated_failures,break_even_credit_points,elevated_full_size_pnl_points,position_equivalent_entries,exposure_retained,risk_points_deployed,credit_points_received,intrinsic_points_paid,total_pnl_points,total_pnl_dollars,average_pnl_points_per_scheduled_entry,average_pnl_points_per_position_equivalent,pnl_to_total_max_risk,losing_trade_count,weighted_losing_exposure,worst_trade_points,maximum_drawdown_points,maximum_drawdown_dollars,worst_4_trade_sum_points,worst_4_trade_sum_dollars,full_size_total_pnl_points,full_size_total_pnl_dollars,full_size_credit_points_received,full_size_intrinsic_points_paid,full_size_risk_points_deployed,full_size_maximum_drawdown_points,full_size_worst_4_trade_sum_points,pnl_difference_vs_full_size_points,pnl_difference_vs_full_size_dollars,credit_points_foregone,intrinsic_points_avoided,risk_exposure_reduction,drawdown_reduction_points,drawdown_reduction_percent,worst_4_trade_improvement_points
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,full_size,Full size,1.0,150.0,2.0,12.0,805,100,0.12422360248447205,4,4.650463000000002,734.9536999999998,805.0,1.0,111090.0,9660.0,1431.3048000000056,8228.695199999995,16457.39039999999,10.221981614906825,10.221981614906825,0.07407233054280309,11,11.0,-138.0,276.0,552.0,-252.0,-504.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,reduce_to_75_percent,Reduce elevated size to 75%,0.75,150.0,2.0,12.0,805,100,0.12422360248447205,4,4.650463000000002,734.9536999999998,780.0,0.968944099378882,107640.0,9360.0,1315.0432250000056,8044.956774999994,16089.913549999988,9.993735124223596,10.31404714743589,0.07473947208286877,11,10.0,-138.0,285.0,570.0,-255.0,-510.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-183.73842500000046,-367.4768500000009,300.0,116.261575,0.03105590062111796,-9.0,-0.03260869565217391,-3.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,reduce_to_50_percent,Reduce elevated size to 50%,0.5,150.0,2.0,12.0,805,100,0.12422360248447205,4,4.650463000000002,734.9536999999998,755.0,0.937888198757764,104190.0,9060.0,1198.7816500000054,7861.218349999995,15722.43669999999,9.765488633540366,10.412209735099331,0.07545079518187921,11,9.0,-138.0,300.0,600.0,-258.0,-516.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-367.47685,-734.9537,600.0,232.52315000000021,0.06211180124223603,-24.0,-0.08695652173913043,-6.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,reduce_to_25_percent,Reduce elevated size to 25%,0.25,150.0,2.0,12.0,805,100,0.12422360248447205,4,4.650463000000002,734.9536999999998,730.0,0.906832298136646,100740.0,8760.0,1082.5200750000054,7677.479924999995,15354.95984999999,9.537242142857137,10.517095787671225,0.07621083904109584,11,8.0,-138.0,315.0,630.0,-261.0,-522.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-551.2152749999996,-1102.4305499999991,900.0,348.7847250000002,0.09316770186335399,-39.0,-0.14130434782608695,-9.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,skip_elevated,Skip elevated entries,0.0,150.0,2.0,12.0,805,100,0.12422360248447205,4,4.650463000000002,734.9536999999998,705.0,0.8757763975155279,97290.0,8460.0,966.2585000000054,7493.741499999995,14987.48299999999,9.308995652173907,10.62942056737588,0.07702478672011506,7,7.0,-138.0,330.0,660.0,-264.0,-528.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-734.9537,-1469.9074,1200.0,465.0463000000002,0.12422360248447206,-54.0,-0.1956521739130435,-12.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",full_size,Full size,1.0,150.0,2.0,12.0,805,138,0.17142857142857143,5,4.4568572463768135,1040.9536999999998,805.0,1.0,111090.0,9660.0,1431.3048000000056,8228.695199999995,16457.39039999999,10.221981614906825,10.221981614906825,0.07407233054280309,11,11.0,-138.0,276.0,552.0,-252.0,-504.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",reduce_to_75_percent,Reduce elevated size to 75%,0.75,150.0,2.0,12.0,805,138,0.17142857142857143,5,4.4568572463768135,1040.9536999999998,770.5,0.9571428571428572,106329.0,9246.0,1277.5432250000056,7968.456774999994,15936.913549999988,9.898704068322974,10.341929623621018,0.0749415190117465,11,9.75,-138.0,276.0,552.0,-255.0,-510.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-260.23842500000046,-520.4768500000009,414.0,153.761575,0.042857142857142816,0.0,0.0,-3.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",reduce_to_50_percent,Reduce elevated size to 50%,0.5,150.0,2.0,12.0,805,138,0.17142857142857143,5,4.4568572463768135,1040.9536999999998,736.0,0.9142857142857143,101568.0,8832.0,1123.7816500000054,7708.218349999995,15416.43669999999,9.575426521739123,10.473122758152167,0.07589219389965338,11,8.5,-138.0,276.0,552.0,-258.0,-516.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-520.47685,-1040.9537,828.0,307.5231500000002,0.08571428571428574,0.0,0.0,-6.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",reduce_to_25_percent,Reduce elevated size to 25%,0.25,150.0,2.0,12.0,805,138,0.17142857142857143,5,4.4568572463768135,1040.9536999999998,701.5,0.8714285714285714,96807.0,8418.0,970.0200750000054,7447.979924999995,14895.95984999999,9.252148975155274,10.617220135424084,0.07693637779292814,11,7.25,-138.0,276.0,552.0,-261.0,-522.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-780.7152749999996,-1561.4305499999991,1242.0,461.2847250000002,0.12857142857142856,0.0,0.0,-9.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,full_three_factor_score,"Full score, at least 2 of 3 flags",skip_elevated,Skip elevated entries,0.0,150.0,2.0,12.0,805,138,0.17142857142857143,5,4.4568572463768135,1040.9536999999998,667.0,0.8285714285714286,92046.0,8004.0,816.2585000000054,7187.741499999995,14375.48299999999,8.928871428571421,10.776224137931026,0.07808858070964513,6,6.0,-138.0,276.0,552.0,-264.0,-528.0,8228.695199999995,16457.39039999999,9660.0,1431.3048000000056,111090.0,276.0,-252.0,-1040.9537,-2081.9074,1656.0,615.0463000000002,0.17142857142857137,0.0,0.0,-12.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,full_size,Full size,1.0,150.0,2.0,14.0,805,100,0.12422360248447205,4,4.650463000000002,934.9536999999998,805.0,1.0,109480.0,11270.0,1431.3048000000056,9838.695199999995,19677.39039999999,12.221981614906825,12.221981614906825,0.0898675118743149,11,11.0,-136.0,272.0,544.0,-244.0,-488.0,9838.695199999995,19677.39039999999,11270.0,1431.3048000000056,109480.0,272.0,-244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_test,Pooled chronological test period,2011-01-07,2026-06-05,both_atr_expansions,Both ATR expansion flags,reduce_to_75_percent,Reduce elevated size to 75%,0.75,150.0,2.0,14.0,805,100,0.12422360248447205,4,4.650463000000002,934.9536999999998,780.0,0.968944099378882,106080.0,10920.0,1315.0432250000056,9604.956774999995,19209.91354999999,11.93162332298136,12.314047147435891,0.09054446431938155,11,10.0,-136.0,272.0,544.0,-247.5,-495.0,9838.695199999995,19677.39039999999,11270.0,1431.3048000000056,109480.0,272.0,-244.0,-233.73842499999955,-467.4768499999991,350.0,116.261575,0.03105590062111796,0.0,0.0,-3.5
